date,close,change,open,high,low,volume
2024.10.24,7540.0,하락  390,7930.0,7930.0,7510.0,58040.0
2024.10.23,7930.0,상승  270,7660.0,8000.0,7590.0,66374.0
2024.10.22,7660.0,하락  380,8040.0,8060.0,7640.0,66876.0
2024.10.21,8040.0,상승  330,7720.0,8080.0,7710.0,81354.0
2024.10.18,7710.0,하락  340,8220.0,8220.0,7650.0,112810.0
2024.10.17,8050.0,하락  70,8290.0,8290.0,8030.0,41182.0
2024.10.16,8120.0,하락  280,8270.0,8270.0,8110.0,49985.0
2024.10.15,8400.0,하락  10,8430.0,8550.0,8270.0,52383.0
2024.10.14,8410.0,상승  170,8240.0,8550.0,8220.0,48367.0
2024.10.11,8240.0,하락  40,8460.0,8670.0,8230.0,56021.0
2024.10.10,8280.0,하락  300,8600.0,8740.0,8280.0,54666.0
2024.10.08,8580.0,하락  140,8710.0,8790.0,8510.0,35736.0
2024.10.07,8720.0,상승  40,8700.0,8810.0,8560.0,36583.0
2024.10.04,8680.0,하락  20,8890.0,8930.0,8620.0,60112.0
2024.10.02,8700.0,하락  170,8710.0,9100.0,8300.0,68248.0
2024.09.30,8870.0,하락  270,9290.0,9300.0,8870.0,40263.0
2024.09.27,9140.0,하락  60,9210.0,9340.0,9120.0,62272.0
2024.09.26,9200.0,상승  490,8950.0,9400.0,8750.0,106514.0
2024.09.25,8710.0,상승  180,8630.0,8880.0,8620.0,60740.0
2024.09.24,8530.0,상승  170,8360.0,8580.0,8360.0,53383.0
2024.09.23,8360.0,상승  280,8080.0,8500.0,8080.0,72747.0
2024.09.20,8080.0,하락  200,8400.0,8560.0,8080.0,88226.0
2024.09.19,8280.0,하락  180,8460.0,8460.0,8030.0,98751.0
2024.09.13,8460.0,상승  60,8400.0,8530.0,8280.0,88976.0
2024.09.12,8400.0,하락  80,8650.0,9050.0,8230.0,404047.0
2024.09.11,8480.0,하락  70,8550.0,8700.0,8420.0,39979.0
