source_application_number,family_id,family_type,country_code,application_country_code,publication_country_code,priority_country_code,family_application_number,family_application_date,family_publication_number,family_publication_date,family_registration_number,priority_number,pct_application_number,title,applicant,legal_status,_raw_keys,jurisdictions_inferred,is_overseas_family
1020180003123,67214234,,US,US,US,,201916244656,20190110,10811311,20201020,,,201916244656,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020180003123,67214234,,US,US,US,,201916244656,20190110,2019221476,20190718,,,201916244656,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070103370,40534630,,US,US,US,,24908808,20081010,2009098670,20090416,,,24908808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070132394,40752086,,US,US,US,,24126308,20080930,2009152660,20090618,,,24126308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070132394,40752086,,US,US,US,,24126308,20080930,8193025,20120605,,,24126308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070131939,40752093,,US,US,US,,33059308,20081209,2009152670,20090618,,,33059308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070136244,40787635,,CN,CN,CN,,200810184367,20081210,101471285,20110713,,,200810184367,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070136244,40787635,,CN,CN,CN,,200810184367,20081210,101471285,20090701,,,200810184367,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070136244,40787635,,US,US,US,,33450508,20081214,7879719,20110201,,,33450508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070136244,40787635,,US,US,US,,33450508,20081214,2009160064,20090625,,,33450508,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070139265,40797059,,US,US,US,,27384108,20081119,7884441,20110208,,,27384108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070139265,40797059,,US,US,US,,27384108,20081119,2009166713,20090702,,,27384108,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020140090126,55075250,,CN,CN,CN,,201510307050,20150605,105322027,20160210,,,201510307050,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020140090126,55075250,,CN,CN,CN,,201510307050,20150605,105322027,20180911,,,201510307050,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020140090126,55075250,,US,US,US,,201514696774,20150427,2016020272,20160121,,,201514696774,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020140090126,55075250,,TW,TW,TW,,104116899,20150527,I604620,20171101,,,104116899,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020140090126,55075250,,TW,TW,TW,,104116899,20150527,201614853,20160416,,,104116899,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070080571,39664849,,CN,CN,CN,,200810133391,20080811,101364571,20090211,,,200810133391,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070080571,39664849,,CN,CN,CN,,200810133391,20080811,101364571,20101117,,,200810133391,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070080571,39664849,,US,US,US,,18585708,20080805,7754602,20100713,,,18585708,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070080571,39664849,,US,US,US,,18585708,20080805,2009039511,20090212,,,18585708,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070065058,40159389,,CN,CN,CN,,200810127489,20080630,101335264,20081231,,,200810127489,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070065058,40159389,,CN,CN,CN,,200810127489,20080630,101335264,20100929,,,200810127489,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070065058,40159389,,DE,DE,DE,,102008030348,20080626,102008030348,20090226,,,102008030348,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070065058,40159389,,JP,JP,JP,,2008169305,20080627,2009016830,20090122,,,2008169305,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070065058,40159389,,US,US,US,,14126808,20080618,2009001544,20090101,,,14126808,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070065058,40159389,,TW,TW,TW,,97123215,20080620,200908286,20090216,,,97123215,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070124444,40674876,,US,US,US,,32690608,20081203,2009140376,20090604,,,32690608,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080053175,41399540,,US,US,US,,47601109,20090601,2009302413,20091210,,,47601109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080096058,42057844,,CN,CN,CN,,200910179134,20090929,101714520,20100526,,,200910179134,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080096058,42057844,,US,US,US,,56590109,20090924,2010081092,20100401,,,56590109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070121254,40670109,,US,US,US,,26353008,20081103,2009137115,20090528,,,26353008,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070097297,40507204,,CN,CN,CN,,200810161466,20080927,101399270,20110119,,,200810161466,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070097297,40507204,,CN,CN,CN,,200810161466,20080927,101399270,20090401,,,200810161466,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070097297,40507204,,JP,JP,JP,,2008249037,20080926,2009088523,20090423,,,2008249037,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070097297,40507204,,US,US,US,,23472408,20080922,2009085118,20090402,,,23472408,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070097297,40507204,,US,US,US,,23472408,20080922,7723795,20100525,,,23472408,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070062509,39878803,,US,US,US,,14599308,20080625,2009004577,20090101,,,14599308,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080138066,42283902,,US,US,US,,64925709,20091229,2010164115,20100701,,,64925709,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080138066,42283902,,TW,TW,TW,,98145349,20091228,201030921,20100816,,,98145349,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020210179470,86694915,,US,US,US,,202218055604,20221115,2023187267,20230615,,,202218055604,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070073544,40176106,,CN,CN,CN,,200810133236,20080722,101355044,20090128,,,200810133236,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070073544,40176106,,DE,DE,DE,,102008032510,20080710,102008032510,20090205,,,102008032510,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070073544,40176106,,JP,JP,JP,,2008189751,20080723,2009027174,20090205,,,2008189751,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020070073544,40176106,,US,US,US,,16896908,20080708,2009026614,20090129,,,16896908,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070073544,40176106,,TW,TW,TW,,97125889,20080709,200905756,20090201,,,97125889,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080135925,42285480,,US,US,US,,64391109,20091221,2010167536,20100701,,,64391109,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070112547,40587222,,US,US,US,,23992408,20080929,2009114961,20090507,,,23992408,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070112547,40587222,,US,US,US,,23992408,20080929,7884402,20110208,,,23992408,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020070135893,40787513,,CN,CN,CN,,200810178679,20081127,101465338,20090624,,,200810178679,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020070135893,40787513,,US,US,US,,26774208,20081110,2009159882,20090625,,,26774208,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020090000938,42311971,,US,US,US,,64751309,20091227,8012838,20110906,,,64751309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020090000938,42311971,,US,US,US,,64751309,20091227,2010173463,20100708,,,64751309,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080068268,40828623,,CN,CN,CN,,200810189538,20081229,101471373,20090701,,,200810189538,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080068268,40828623,,CN,CN,CN,,200810189538,20081229,101471373,20101201,,,200810189538,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080062701,40828620,,CN,CN,CN,,200810186233,20081217,101471362,20090701,,,200810186233,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
1020080062701,40828620,,DE,DE,DE,,102008062489,20081216,102008062489,20090903,,,102008062489,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020080062701,40828620,,JP,JP,JP,,2008317997,20081215,2009164598,20090723,,,2008317997,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,JP,Y
1020080062701,40828620,,US,US,US,,34454608,20081228,2009179242,20090716,,,34454608,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,US,Y
1020080062701,40828620,,TW,TW,TW,,97148099,20081210,200935595,20090816,,,97148099,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,UNKNOWN,N
1020070123567,40674866,,CN,CN,CN,,200810181935,20081128,101447499,20110323,,,200810181935,,,,applicationCountryCode|applicationDate|applicationKindCode|applicationNumber|docdbFamilyID|publicationCountryCode|publicationDate|publicationKindCode|publicationNumber,CN,Y
