published_at,date,title,summary,url,field,company,ticker,stock_code,company_dir,sentiment_score,issue_category,source_file,source_kind,issue_count,materiality_weight,source_weight
2025-10-10,2025-10-10,"시그네틱스, 거래량 폭증 속 이틀째 급등…수급 주도세력 주목 - 포인트데일리",,https://news.google.com/rss/articles/CBMicEFVX3lxTE83M1ZtN3R0eUVjOFV0R0xHSXJjdDlPT0JJYW9XV09JRk1GNG9OeU51ZHNoOHM3MWlCaG45ZUZJUkF0S25RTnBueWRDU2ZqUEg3VWdGd0dJaHhzMG1qREYyUHpfeG1YMWxmZlJiVEVjVTDSAXRBVV95cUxNYl9jd09aV0FMZXRVaUtVWjdUekZRdVBwZVRnUmVtVWVvV3pJTS1KNS1PSU9BZFgtVlljU3Z6Szg2QVdqMHJhRElfSzJzRnZscjcxX0dBUE95c2sxY2t2ZE9HQUJlWHpjLUMyQkM1RUpabkV3Sg?oc=5,반도체,SFA반도체,036540,036540,sfa_semicon,0.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2025-02-18,2025-02-18,"에스에프에이, 올해 매분기 실적 개선 전망…""턴어라운드 기대 시점"" - 네이트",,https://news.google.com/rss/articles/CBMieEFVX3lxTE9DUzJDZGQ5OE9ESXBRMWtRZ1Rhck4teVUwaTJSSTIySDBtM3pIOHN4MGlfZzhmRWZ1X0pDSk04MFpPampjMVpDcUROYl9yVHU1VWkzUFZsaEl6Q1NxbTNicjAzRmtWbDFtMWhITHNaWTlHeGVBNThDdA?oc=5,반도체,SFA반도체,036540,036540,sfa_semicon,1.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2026-01-14,2026-01-14,"[뉴스락 주식네비 1월 14일] 두산테스나(131970), 반도체 호황의 수혜주 - 뉴스락",,https://news.google.com/rss/articles/CBMibEFVX3lxTE1mNnF5R1lVZXlIOXhreFd3UkduRTIxX0VxWm8zQTdOblRXaC1XVlF0a1E4d0JFemxKcDVNeWlhOW9oZWtuNHU4RERRVnRXOWpFQWJpVjFXU0hrd2hGdWtqeUtURlI3by1vOHZSdA?oc=5,반도체,테스,095610,095610,tes,0.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2025-10-15,2025-10-15,"[특징주] 두산테스나, “1700억원 규모 반도체 설비 투자” 소식에 고성능 반도체 수주 확대 기대감 - 와이드경제",,https://news.google.com/rss/articles/CBMibEFVX3lxTFBlOFdUTGRtR19BRk42VUt6UGZPekRmRHlPOXdjcWMtZkszSDBLTlZwZXR2cmEwY3BtdU5adUJHMzFjOV9OVDI2N0dZc1lwaXk3eHdFNFM0emxvdG9HeVZHRGhNZkZCZnNrcHI0NQ?oc=5,반도체,테스,095610,095610,tes,1.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2025-08-08,2025-08-08,“한국이든 미국이든 상관없다” 투자 소식에 들썩이는 소부장 [줍줍 리포트] - 서울경제,,https://news.google.com/rss/articles/CBMiUkFVX3lxTFAwcmJRSC1Bb1pYM1BLYVR1ampBQnhHcmxiWEV6aE9FaWFkNFlENjJwZXBwYThwRWxjS012MnZja3BvTHJURGRlZEtVeFU1b3VGTEHSAVNBVV95cUxNME03eEJ4blpYVUR3YU5zaV9SeXZQajRYS1k3LTF6ckcxczFKcUNtTU41RHdLak94SlJCZXlMazdnR1FSQzZ2cFVQT1o4VTI2RXVEbw?oc=5,반도체,테스,095610,095610,tes,0.5,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2025-07-28,2025-07-28,"[특징주] 두산테스나, “삼성전자 22조 빅딜”에 국내 웨이퍼 테스트 1위 협력사 ‘주목’ - 와이드경제",,https://news.google.com/rss/articles/CBMibEFVX3lxTE5VMEVUSmYyOG9WUURtQWZRZF9vVTZadjZkanJjSEE2eGRLRVVvam9saldtQTlCb0dCVnpVSWR0VmpGSk9JQWo0UFdySkYwTVpUTklvSm43T1kzUXJMV2VXMEJlb1Y4STZBU0NUbQ?oc=5,반도체,테스,095610,095610,tes,0.5,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2026-01-10,2026-01-10,"리노공업, AI 반도체 수혜에 연초 20% 랠리 후 조정… 목표주가 7만7000원 상향 - 톱스타뉴스",,https://news.google.com/rss/articles/CBMickFVX3lxTE9iVUwwTXExaEtUVkNXb0hNNVQ2ckhaLVQzUXZmalJxN1BiX0NDUzdZX3dmdVMzWFNseUJRUGtSY2hkempGbDZaVlY0N3hHano2RXpkeUtEYkctQVFKNVVZamp0MUdjX2JKSW1UeC1OODBBdw?oc=5,반도체,리노공업,058470,058470,leeno,0.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2025-09-22,2025-09-22,“삼전·SK하닉 넘어섰다”…한달새 70% 뛴 반도체 장비株 - 마켓인,,https://news.google.com/rss/articles/CBMic0FVX3lxTFBhUWhfc1ZDTjlyTDBfN2d3Wkl3a0FMMDI1VlQtSU9EOEZUN3JMZUJWdnVUem9YSUZnT2JVM2dWbkdXd2VKTW9NdFhDc3ljRElVZDZHSEV3MFRzV2xNX2M3V0RSanJxRTBRUGN0bzNTcW93T3M?oc=5,반도체,리노공업,058470,058470,leeno,0.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2024-03-12,2024-03-12,"리노공업 주가, 대면적의 고대역폭을 대응 OK : 네이버 블로그 - Naver Blog",,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE55MU50VTdra0JJaDNKeHVLRDlZekMwU1ZRYUgtZHNsYkhaM2xINmhQMHZYdWVmd2Z1NEJDaVZSRExxY204Y0c2VzF3TE5YRXV1Z3FjbXBUNFdKTzZRaDVncjlTTThTN0E?oc=5,반도체,리노공업,058470,058470,leeno,0.0,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
2023-11-23,2023-11-23,삼성전자 상승세 주춤…반도체 소부장은 질주 - 서울경제,,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1tUmp1YVdiMFU0aHJVNl9xNG1TZFZrZUVUajRlVEN6WEdueHpmZE1fLTZtNVJEYmdnSXBUT2V1VEtUdVpfT1pIWVBmRV9iVnFTd0NR0gFTQVVfeXFMTW1SanVhV2IwVTRoclU2X3E0bVNkVmtlRVRqNGVUQ3pYR254emZkTV8tNm01UkRiZ2dJcFRPZXVUS1R1Wl9PWkhZUGZFX2JWcVN3Q1E?oc=5,반도체,리노공업,058470,058470,leeno,0.5,general,GoogleNewsRSS,google_news_rss,1,0.65,0.7
