date,sox_close,sox_adj_close,sox_volume,nasdaq_close,nasdaq_adj_close,nasdaq_volume,sp500_close,sp500_adj_close,sp500_volume,vix_yf_close,vix_yf_adj_close,vix_yf_volume,korea_etf_close,korea_etf_adj_close,korea_etf_volume
2022-01-18,3727.239990234375,3727.239990234375,0,14506.900390625,14506.900390625,5060790000,4577.10986328125,4577.10986328125,4748700000,22.790000915527344,22.790000915527344,0,74.98999786376953,68.97193145751953,5030500
2022-01-19,3612.18994140625,3612.18994140625,0,14340.259765625,14340.259765625,4665340000,4532.759765625,4532.759765625,4465740000,23.850000381469727,23.850000381469727,0,75.83000183105469,69.7445297241211,3649400
2022-01-20,3494.75,3494.75,0,14154.01953125,14154.01953125,5102050000,4482.72998046875,4482.72998046875,4640870000,25.59000015258789,25.59000015258789,0,75.47000122070312,69.41341400146484,4311400
2022-01-21,3434.7900390625,3434.7900390625,0,13768.919921875,13768.919921875,5870830000,4397.93994140625,4397.93994140625,5589100000,28.850000381469727,28.850000381469727,0,74.5199966430664,68.53965759277344,5066100
2022-01-24,3479.949951171875,3479.949951171875,0,13855.1298828125,13855.1298828125,6998770000,4410.1298828125,4410.1298828125,6928110000,29.899999618530273,29.899999618530273,0,73.0999984741211,67.23361206054688,8418400
2022-01-25,3350.85009765625,3350.85009765625,0,13539.2900390625,13539.2900390625,5019380000,4356.4501953125,4356.4501953125,5145050000,31.15999984741211,31.15999984741211,0,72.02999877929688,66.24947357177734,6430600
2022-01-26,3407.0,3407.0,0,13542.1201171875,13542.1201171875,5771140000,4349.93017578125,4349.93017578125,5570640000,31.959999084472656,31.959999084472656,0,71.0999984741211,65.39411163330078,7553700
2022-01-27,3244.0,3244.0,0,13352.7802734375,13352.7802734375,5177380000,4326.509765625,4326.509765625,5214200000,30.489999771118164,30.489999771118164,0,69.20999908447266,63.655792236328125,6342300
2022-01-28,3303.39990234375,3303.39990234375,0,13770.5703125,13770.5703125,4971930000,4431.85009765625,4431.85009765625,5031090000,27.65999984741211,27.65999984741211,0,70.5999984741211,64.93423461914062,4599900
2022-01-31,3483.2099609375,3483.2099609375,0,14239.8798828125,14239.8798828125,5124940000,4515.5498046875,4515.5498046875,5098610000,24.829999923706055,24.829999923706055,0,72.38999938964844,66.58059692382812,4154500
2022-02-01,3510.860107421875,3510.860107421875,0,14346.0,14346.0,4671850000,4546.5400390625,4546.5400390625,4816830000,21.959999084472656,21.959999084472656,0,72.9800033569336,67.12324523925781,3689300
2022-02-02,3597.169921875,3597.169921875,0,14417.5498046875,14417.5498046875,4673140000,4589.3798828125,4589.3798828125,4481580000,22.09000015258789,22.09000015258789,0,73.5,67.60151672363281,3388200
2022-02-03,3432.550048828125,3432.550048828125,0,13878.8203125,13878.8203125,4326300000,4477.43994140625,4477.43994140625,4401970000,24.350000381469727,24.350000381469727,0,71.9800033569336,66.20349884033203,4325400
2022-02-04,3453.070068359375,3453.070068359375,0,14098.009765625,14098.009765625,4121340000,4500.52978515625,4500.52978515625,4706290000,23.219999313354492,23.219999313354492,0,72.72000122070312,66.88410186767578,4382100
2022-02-07,3452.330078125,3452.330078125,0,14015.669921875,14015.669921875,4268730000,4483.8701171875,4483.8701171875,4228480000,22.860000610351562,22.860000610351562,0,72.95999908447266,67.10484313964844,11963100
2022-02-08,3535.1298828125,3535.1298828125,0,14194.4501953125,14194.4501953125,4293770000,4521.5400390625,4521.5400390625,4459620000,21.440000534057617,21.440000534057617,0,73.18000030517578,67.30718994140625,8012500
2022-02-09,3653.719970703125,3653.719970703125,0,14490.3701171875,14490.3701171875,4729730000,4587.18017578125,4587.18017578125,4524350000,19.959999084472656,19.959999084472656,0,74.5,68.52125549316406,5753200
