record_key,title,applicant,application_no,publication_no,registration_no,status,application_year,publication_year,registration_year,ipc_codes,cpc_codes,tech_keyword_hits,applicant_matched,is_registered,is_expired_or_dead,patent_rank_score,source_file,source_row
1020190081357|1027582260000|기판처리장치 및 기판처리방법|주식회사 원익아이피에스,기판처리장치 및 기판처리방법,주식회사 원익아이피에스,1020190081357,1020210004633,1027582260000,등록,2019,2021,2025,H01J; H03H; H10P,,공정; 기판,False,True,False,32.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,32
1020200178833|1026735370000|반도체 소자의 제조 방법|주식회사 원익아이피에스,반도체 소자의 제조 방법,주식회사 원익아이피에스,1020200178833,1020220088118,1026735370000,등록,2020,2022,2024,H10N; C23C; H10P,,반도체; 소자,False,True,False,32.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,48
1020160074593|1021363710000|리니어소스 및 이를 포함하는 박막증착장치|주식회사 원익아이피에스,리니어소스 및 이를 포함하는 박막증착장치,주식회사 원익아이피에스,1020160074593,1020170141483,1021363710000,등록,2016,2017,2020,H10K; C23C; H10P,,공정; 기판,False,True,False,32.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,52
1020200112893|1028106720000|기판 처리 장치|주식회사 원익아이피에스,기판 처리 장치,주식회사 원익아이피에스,1020200112893,1020220031219,1028106720000,등록,2020,2022,2025,H10P; C23C; H01J,,공정; 기판,False,True,False,32.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,71
1020210153708|1028160490000|기판처리방법|주식회사 원익아이피에스,기판처리방법,주식회사 원익아이피에스,1020210153708,1020230067944,1028160490000,등록,2021,2023,2025,H10N; H10P,,기판,False,True,False,32.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,47
1020210185808|1028479430000|기판 처리 방법|주식회사 원익아이피에스,기판 처리 방법,주식회사 원익아이피에스,1020210185808,1020230096374,1028479430000,등록,2021,2023,2025,H10P; C23C,,기판,False,True,False,32.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,61
1020150163271|1020581060000|반도체 소자의 제조방법|주식회사 원익아이피에스,반도체 소자의 제조방법,주식회사 원익아이피에스,1020150163271,1020170059211,1020581060000,등록,2015,2017,2019,H10P,,공정; 기판; 반도체; 소자,False,True,False,31.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,74
1020230188489||박막 증착 방법 및 이를 이용한 반도체 소자의 하드 마스크막 형성 방법|주식회사 원익아이피에스,박막 증착 방법 및 이를 이용한 반도체 소자의 하드 마스크막 형성 방법,주식회사 원익아이피에스,1020230188489,1020250097329,,공개,2023,2025,,H10P; C23C,,공정; 기판; 반도체; 소자,False,False,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,29
1020170146254|1022299830000|기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020170146254,1020190050656,1022299830000,등록,2017,2019,2021,H01J; H10P,,공정; 기판,False,True,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,33
1020200168621|1028106760000|기판 처리 장치|주식회사 원익아이피에스,기판 처리 장치,주식회사 원익아이피에스,1020200168621,1020220079153,1028106760000,등록,2020,2022,2025,C23C; H10P,,공정; 기판,False,True,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,37
1020200116435|1027791630000|기판 처리 장치|주식회사 원익아이피에스,기판 처리 장치,주식회사 원익아이피에스,1020200116435,1020220033946,1027791630000,등록,2020,2022,2025,H01J; H10P,,차폐; 기판,False,True,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,39
1020160088197|1021337130000|기판 처리 장치 및 기판 처리 방법|주식회사 원익아이피에스,기판 처리 장치 및 기판 처리 방법,주식회사 원익아이피에스,1020160088197,1020180007227,1021337130000,등록,2016,2018,2020,H10K; H10W,,기판; 소자,False,True,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,46
1020190104918|1027827660000|기판 처리 장치 및 기판 처리 방법|주식회사 원익아이피에스,기판 처리 장치 및 기판 처리 방법,주식회사 원익아이피에스,1020190104918,1020210025223,1027827660000,등록,2019,2021,2025,H01J; H10P,,공정; 기판,False,True,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,54
1020160145752|1022284120000|하드 마스크 제조방법|주식회사 원익아이피에스,하드 마스크 제조방법,주식회사 원익아이피에스,1020160145752,1020180049840,1022284120000,등록,2016,2018,2021,H10P; H10W,,기판; 반도체,False,True,False,31.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,75
1020210175009|1029639800000|기판지지모듈 및 이를 포함하는 기판처리장치|주식회사 원익아이피에스,기판지지모듈 및 이를 포함하는 기판처리장치,주식회사 원익아이피에스,1020210175009,1020230086404,1029639800000,등록,2021,2023,2026,H10P,,기판,False,True,False,30.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,24
1020220170595|1029639410000|기판처리방법|주식회사 원익아이피에스,기판처리방법,주식회사 원익아이피에스,1020220170595,1020240085581,1029639410000,등록,2022,2024,2026,H10P,,기판,False,True,False,30.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,28
1020220075095||반도체 소자의 제조방법 및 이에 제조된 반도체 소자용 구조체|주식회사 원익아이피에스,반도체 소자의 제조방법 및 이에 제조된 반도체 소자용 구조체,주식회사 원익아이피에스,1020220075095,1020230174357,,공개,2022,2023,,H10P,,공정; 기판; 반도체; 소자,False,False,False,29.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,12
1020200180494|1029623890000|기판 처리 방법|주식회사 원익아이피에스,기판 처리 방법,주식회사 원익아이피에스,1020200180494,1020220090609,1029623890000,등록,2020,2022,2026,H10P,,공정; 기판,False,True,False,29.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,25
1020180141509|1025122090000|기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020180141509,1020200057300,1025122090000,등록,2018,2020,2023,H01J,,공정; 기판,False,True,False,29.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,51
1020190141994|1026713350000|기판 처리 장치|주식회사 원익아이피에스,기판 처리 장치,주식회사 원익아이피에스,1020190141994,1020210055483,1026713350000,등록,2019,2021,2024,H10P,,공정; 기판,False,True,False,29.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,76
1020210186353|1029104290000|반송 로봇의 티칭 장치와 방법 및 카메라 지그 장치|주식회사 원익아이피에스,반송 로봇의 티칭 장치와 방법 및 카메라 지그 장치,주식회사 원익아이피에스,1020210186353,1020230096653,1029104290000,등록,2021,2023,2026,H10P; B25J,,,False,True,False,29.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,35
1020110142077|1018023920000|기판처리시스템|주식회사 원익아이피에스,기판처리시스템,주식회사 원익아이피에스,1020110142077,1020130074169,1018023920000,등록,2011,2013,2017,H10P; H10K; B65G,,공정; 기판,False,True,False,28.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,84
1020230109147||금속 질화물 박막의 형성방법|주식회사 원익아이피에스,금속 질화물 박막의 형성방법,주식회사 원익아이피에스,1020230109147,1020250028033,,공개,2023,2025,,C23C; H01J,,전구체; 공정; 기판,False,False,False,28.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,4
"1020200182243|1029106860000|마스크지지모듈, 마스크 얼라인모듈 및 기판처리장치|주식회사 원익아이피에스","마스크지지모듈, 마스크 얼라인모듈 및 기판처리장치",주식회사 원익아이피에스,1020200182243,1020220091083,1029106860000,등록,2020,2022,2026,C23C; H10P,,기판,False,True,False,28.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,36
1020200141393|1028587940000|기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020200141393,1020220056636,1028587940000,등록,2020,2022,2025,H01J; H10P,,기판,False,True,False,28.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,41
1020190140017|1026824620000|스로틀밸브 및 그를 가지는 기판처리장치|주식회사 원익아이피에스,스로틀밸브 및 그를 가지는 기판처리장치,주식회사 원익아이피에스,1020190140017,1020210054193,1026824620000,등록,2019,2021,2024,F16K; H10P,,기판,False,True,False,28.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,44
1020190154574|1027334600000|플라즈마 처리 장치 및 그 제어방법|주식회사 원익아이피에스,플라즈마 처리 장치 및 그 제어방법,주식회사 원익아이피에스,1020190154574,1020210066076,1027334600000,등록,2019,2021,2024,H01J; H10P,,공정,False,True,False,28.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,58
1020200068465|1027573920000|튜브피팅유닛 및 이를 포함하는 기판처리장치|주식회사 원익아이피에스,튜브피팅유닛 및 이를 포함하는 기판처리장치,주식회사 원익아이피에스,1020200068465,1020210151532,1027573920000,등록,2020,2021,2025,F16L; H10P,,기판,False,True,False,28.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,83
1020120102643|1019079740000|기판 처리 장치 및 기판 처리 방법|주식회사 원익아이피에스,기판 처리 장치 및 기판 처리 방법,주식회사 원익아이피에스,1020120102643,1020140037336,1019079740000,등록,2012,2014,2018,H10P; C23C,,공정; 기판,False,True,False,27.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,86
1020250128348||박막 증착 방법 및 이를 이용한 반도체 소자의 제조방법|주식회사 원익아이피에스,박막 증착 방법 및 이를 이용한 반도체 소자의 제조방법,주식회사 원익아이피에스,1020250128348,1020250139255,,공개,2025,2025,,H10P,,기판; 반도체; 소자,False,False,False,26.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,15
1020220099919||피딩블록 및 이를 포함하는 기판 처리 장치|주식회사 원익아이피에스,피딩블록 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,1020220099919,1020240021516,,공개,2022,2024,,C23C; H01J; H10P,,공정; 기판,False,False,False,26.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,22
1020190067965|1027870580000|얼라인모듈|주식회사 원익아이피에스,얼라인모듈,주식회사 원익아이피에스,1020190067965,1020200141234,1027870580000,등록,2019,2020,2025,H10P,,기판,False,True,False,26.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,59
1020220020340||기판 지지 장치 및 이를 포함하는 기판 처리 장치|주식회사 원익아이피에스,기판 지지 장치 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,1020220020340,1020230123320,,공개,2022,2023,,H10P; C23C; H01J,,공정; 기판,False,False,False,26.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,69
1020180008225|1024232670000|히터 및 기판처리 장치|주식회사 원익아이피에스,히터 및 기판처리 장치,주식회사 원익아이피에스,1020180008225,1020190089553,1024232670000,등록,2018,2019,2022,H10P,,기판,False,True,False,26.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,80
1020150058313|1020460840000|기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020150058313,1020160127294,1020460840000,등록,2015,2016,2019,H10P,,공정; 기판,False,True,False,25.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,87
1020220062937||기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020220062937,1020230163175,,공개,2022,2023,,C23C; H01J,,공정; 기판,False,False,False,25.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,6
1020240133160||기판 처리 장치 및 방법|주식회사 원익아이피에스,기판 처리 장치 및 방법,주식회사 원익아이피에스,1020240133160,1020250129521,,공개,2024,2025,,H10P; C23C,,공정; 기판,False,False,False,25.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,16
1020230105585||기판 처리 장치|주식회사 원익아이피에스,기판 처리 장치,주식회사 원익아이피에스,1020230105585,1020250024285,,공개,2023,2025,,C23C; H01J,,공정; 기판,False,False,False,25.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,19
1020240144439||기판처리장치 및 기판처리방법|주식회사 원익아이피에스,기판처리장치 및 기판처리방법,주식회사 원익아이피에스,1020240144439,1020250063740,,공개,2024,2025,,C23C; H10P,,공정; 기판,False,False,False,25.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,53
1020130119030|1019498500000|유도결합 플라즈마 처리장치|주식회사 원익아이피에스,유도결합 플라즈마 처리장치,주식회사 원익아이피에스,1020130119030,1020150041237,1019498500000,등록,2013,2015,2019,H01J; H10P,,기판,False,True,False,24.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,38
1020220078339||기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020220078339,1020240001548,,공개,2022,2024,,C23C,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,8
1020210184131||기판 처리 방법|주식회사 원익아이피에스,기판 처리 방법,주식회사 원익아이피에스,1020210184131,1020230094745,,공개,2021,2023,,H10P,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,10
1020230143335||기판 처리 장치 및 그 운용 방법|주식회사 원익아이피에스,기판 처리 장치 및 그 운용 방법,주식회사 원익아이피에스,1020230143335,1020250059217,,공개,2023,2025,,H01J,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,11
1020230033232||기판처리장치 및 이를 이용한 기판처리방법|주식회사 원익아이피에스,기판처리장치 및 이를 이용한 기판처리방법,주식회사 원익아이피에스,1020230033232,1020240139339,,공개,2023,2024,,H10P,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,13
1020220102654||샤워헤드 어셈블리 및 이를 포함하는 기판 처리 장치|주식회사 원익아이피에스,샤워헤드 어셈블리 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,1020220102654,1020240024542,,공개,2022,2024,,H01J,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,14
1020220183364||기판 처리 장치 및 기판 처리 장치의 가변형 가이드 모듈|주식회사 원익아이피에스,기판 처리 장치 및 기판 처리 장치의 가변형 가이드 모듈,주식회사 원익아이피에스,1020220183364,1020240102090,,공개,2022,2024,,C23C,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,18
1020220052902||원자층 증착 공정을 활용한 박막 증착방법 및 이를 위한 박막 증착장치|주식회사 원익아이피에스,원자층 증착 공정을 활용한 박막 증착방법 및 이를 위한 박막 증착장치,주식회사 원익아이피에스,1020220052902,1020230153554,,공개,2022,2023,,C23C,,공정; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,20
1020220045908||기화기 및 이를 이용한 기판 처리 방법|주식회사 원익아이피에스,기화기 및 이를 이용한 기판 처리 방법,주식회사 원익아이피에스,1020220045908,1020230146905,,공개,2022,2023,,C23C,,전구체; 기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,21
1020240018363||세정 기능을 갖는 스로틀밸브 어셈블리 및 이를 포함하는 기판 처리 장치|주식회사 원익아이피에스,세정 기능을 갖는 스로틀밸브 어셈블리 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,1020240018363,1020250122290,,공개,2024,2025,,B08B; H10P; F16K,,기판,False,False,False,23.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,55
1020210136004||기판 지지 장치 및 이를 포함하는 기판 처리 장치|주식회사 원익아이피에스,기판 지지 장치 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,1020210136004,1020230052681,,취하,2021,2023,,H10P; C23C; H01J; H05B,,공정; 기판,False,False,True,23.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,62
1020120041606|1018041250000|기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020120041606,1020130118603,1018041250000,등록,2012,2013,2017,H10P,,기판,False,True,False,22.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,85
1020240114599||노즐조립어댑터 및 그를 가지는 기판처리장치|주식회사 원익아이피에스,노즐조립어댑터 및 그를 가지는 기판처리장치,주식회사 원익아이피에스,1020240114599,1020260029893,,공개,2024,2026,,C23C; H10P,,기판,False,False,False,22.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,5
1020240002958||봉상 구조체 설치용 브라켓 어셈블리 및 이를 포함하는 밸브 어셈블리|주식회사 원익아이피에스,봉상 구조체 설치용 브라켓 어셈블리 및 이를 포함하는 밸브 어셈블리,주식회사 원익아이피에스,1020240002958,1020250108325,,공개,2024,2025,,G01D; F16B; F17C; C23C,,,False,False,False,22.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,7
1020230184982||기판 처리 방법|주식회사 원익아이피에스,기판 처리 방법,주식회사 원익아이피에스,1020230184982,1020250094305,,공개,2023,2025,,H10P; C23C,,기판,False,False,False,22.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,23
"1020250047491||기판 지지대, 기판 처리 장치 및 기판 처리 방법|주식회사 원익아이피에스","기판 지지대, 기판 처리 장치 및 기판 처리 방법",주식회사 원익아이피에스,1020250047491,1020250056860,,공개,2025,2025,,H10P; C23C,,기판,False,False,False,22.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,30
1020140158671|1019578320000|기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020140158671,1020160057718,1019578320000,소멸,2014,2016,2019,H10F; H10P,,공정; 기판,False,True,True,22.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,50
1020220117284||가스 분배 클램프 및 이를 포함하는 기판 처리 장치|주식회사 원익아이피에스,가스 분배 클램프 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,1020220117284,1020240038439,,공개,2022,2024,,H10P; C23C,,기판,False,False,False,22.0,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,63
1020220052914||반응 부산물 포집장치와 반응 부산물 포집방법 및 이를 포함하는 기판 처리 시스템|주식회사 원익아이피에스,반응 부산물 포집장치와 반응 부산물 포집방법 및 이를 포함하는 기판 처리 시스템,주식회사 원익아이피에스,1020220052914,1020230153555,,취하,2022,2023,,H10P; C23C; B01D,,공정; 기판,False,False,True,21.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,78
1020230077995||기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020230077995,1020240177041,,공개,2023,2024,,C23C,,기판,False,False,False,20.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,1
1020220068947||기판처리장치|주식회사 원익아이피에스,기판처리장치,주식회사 원익아이피에스,1020220068947,1020230168463,,공개,2022,2023,,C23C,,기판,False,False,False,20.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,2
"1020230071087||플라즈마 소스, 플라즈마 소스 어셈블리 및 기판 처리 장치|주식회사 원익아이피에스","플라즈마 소스, 플라즈마 소스 어셈블리 및 기판 처리 장치",주식회사 원익아이피에스,1020230071087,1020240172577,,공개,2023,2024,,H01J,,기판,False,False,False,20.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,3
1020230153692||박막 형성 방법|주식회사 원익아이피에스,박막 형성 방법,주식회사 원익아이피에스,1020230153692,1020250067501,,공개,2023,2025,,G03F,,기판,False,False,False,20.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,9
1020220179302||고체 소스 공급 장치 및 이를 포함하는 반도체 장치 제조 시스템|주식회사 원익아이피에스,고체 소스 공급 장치 및 이를 포함하는 반도체 장치 제조 시스템,주식회사 원익아이피에스,1020220179302,1020240098234,,공개,2022,2024,,C23C,,반도체,False,False,False,20.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,17
1020120023981|1018313140000|기판처리장치의 마스크홀딩어셈블리 및 그를 가지는 기판처리장치|주식회사 원익아이피에스,기판처리장치의 마스크홀딩어셈블리 및 그를 가지는 기판처리장치,주식회사 원익아이피에스,1020120023981,1020130102835,1018313140000,소멸,2012,2013,2018,H10K; H10P; H01L,,기판,False,True,True,20.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,45
1020110141239|1017136310000|증발히터 고정부재를 포함하는 증발원|주식회사 원익아이피에스,증발히터 고정부재를 포함하는 증발원,주식회사 원익아이피에스,1020110141239,1020130073409,1017136310000,등록,2011,2013,2017,H10P,,,False,True,False,19.5,C:\Agent_6.9\data\반도체\원익IPS\tech\source\wonik_ips_kipris_plus_bibliographic_raw.csv,66
